currentLocation,participantId
POINT (-3791.92419982348 6352.972987401749),1
POINT (-250.47470676210284 5011.478092657392),41
POINT (1809.4869059554069 4345.264833418701),220
POINT (-1614.2695632149996 3895.6240553990447),401
POINT (-1521.2167168363997 3803.4469724454743),498
POINT (-3210.829756171963 6497.525301004483),725
POINT (-249.53547695624871 5040.92657394095),814
POINT (-3794.950891913878 6353.219247092083),941
POINT (-514.8836203632372 3562.278469529537),953
POINT (970.4835763899505 4004.714895727078),29
POINT (-513.4247250857517 3553.906386846474),39
POINT (951.3399254426391 3989.0233583756503),63
POINT (1823.7996854297292 4346.982524683567),88
POINT (-1708.1211597141548 3872.418628749277),261
POINT (-1523.1768298175757 3821.413030864386),274
POINT (-1603.714482128657 3880.2437660504715),303
POINT (-3795.629592107792 6362.832335395614),339
POINT (-1709.4054258858314 3854.0331363606506),398
POINT (-1621.1290446206444 3885.4936875518906),422
POINT (-1704.9571803170782 3865.06477084026),452
POINT (-1616.9900915772243 3891.7744424441435),462
POINT (-1707.3828892825486 3879.631481278153),582
POINT (-3219.8383221794807 6497.488807075009),600
POINT (-1595.7819195548448 3878.283545544384),652
POINT (968.1803729447846 4006.386546342881),715
POINT (-3807.0620821357434 6379.4805531590455),765
POINT (-1532.705440914673 3809.5483085249093),833
POINT (-3212.0900425977648 6497.813380240773),917
POINT (953.1715867786722 3985.0452789854185),973
POINT (-225.22302597865598 3872.507509436592),16
POINT (-234.98121742385015 3882.635500779862),110
POINT (764.4963572573384 927.3662503121893),158
POINT (978.7806986297466 3996.2754579132766),168
POINT (1809.01197631854 4325.647100910824),202
POINT (-220.08513354576195 3864.8935892566333),236
POINT (-502.0045413568001 3553.046828869196),269
POINT (-1620.5171054345183 3876.498116804974),289
POINT (-3796.1727780353326 6378.31307348539),351
POINT (-228.0565205563007 3878.8080886233965),481
POINT (963.1814850332388 3981.585668199657),696
POINT (-216.25491236382888 3882.8777147331325),704
POINT (-1510.6870101100812 3811.964944087021),751
POINT (-247.18487494786902 5022.24961040422),906
POINT (-3796.756160930163 6380.820099509634),1006
POINT (-215.03824036085254 3882.685998304236),56
POINT (1822.4683069965538 4349.989294691036),223
POINT (-229.86731297288932 3871.212660377762),235
POINT (971.8250913990266 4000.450211361051),249
POINT (-1532.1710606390263 3814.520788684524),271
POINT (-1713.130912247154 3872.3180806459086),314
POINT (-501.2685809559232 3554.4106591136597),349
POINT (-1622.9098480245482 3877.2506614871154),411
POINT (-1511.168168016131 3813.3516630657546),470
POINT (-231.40468945972307 3883.960101847385),505
POINT (-275.12462014794414 5019.602956114851),593
POINT (-3895.6042411365493 5970.070245595672),683
POINT (-508.3252774365543 3554.1136616572926),717
POINT (-3216.763162282129 6494.77978322304),763
POINT (-3196.317630060958 6477.947456797323),843
POINT (-3808.263709608875 6377.946627874388),888
POINT (-3220.5785091161433 6488.354558949962),893
POINT (-240.22622195137893 3877.628665663992),947
POINT (-3781.6638789471576 6364.896628569355),11
POINT (1803.4615491107693 4341.308801539562),197
POINT (-1715.3952628056852 3867.360715227751),258
POINT (-3794.0973245127693 6382.685001994826),265
POINT (-220.30904302056223 3865.158012984076),292
POINT (-500.729641793685 3540.8584150797824),323
POINT (-1529.1968415618742 3827.352872049708),441
POINT (-218.5390050904882 3864.3027794352756),455
POINT (-225.7961154740364 3867.891785483485),667
POINT (-270.99951872606096 5024.513726615436),697
POINT (-252.88113877331062 5027.189614340167),698
POINT (-515.5915586261565 3540.7770807058337),711
POINT (-3211.6507250684344 6480.702114062227),755
POINT (-495.5742264479642 3542.406789028384),797
POINT (-225.56476648086297 3873.736623323413),805
POINT (-3803.879052103536 6354.830609805381),863
POINT (-239.37606179191778 3866.8971829497614),126
POINT (971.1624119354035 3997.9295191250344),147
POINT (-258.26722893020394 5025.804574375069),232
POINT (-3907.9772699508894 5957.555067337657),332
POINT (-1532.2217534614342 3801.840504387914),353
POINT (-1710.588830170163 3872.350967012575),456
POINT (-240.8060240066926 3874.552073855629),472
POINT (-1695.250278441363 3858.57108067692),495
POINT (-221.59776358519576 3882.9561807902846),496
POINT (-1698.4248378560455 3866.971885468918),551
POINT (-3894.1751109411416 5980.423657564919),569
POINT (-1601.4666884790352 3876.9728785696925),588
POINT (-3916.885762284094 5959.097750946191),672
POINT (-496.62959827980296 3545.1936513373907),746
POINT (-514.9032493580977 3550.757543352109),753
POINT (-3788.172058270904 6374.137885531495),933
POINT (-268.07512924088235 5016.980861415507),940
POINT (759.01812922009 926.1688163501501),963
POINT (-270.63071807656024 5016.204175546945),967
POINT (-1614.7616000793857 3888.2927781528265),58
POINT (-252.11946297449293 5017.962202626939),91
POINT (-232.8284729671582 3881.706542860864),284
POINT (-1602.7422004117766 3883.3466707602074),318
POINT (-214.08911843768405 3890.4786834879783),437
POINT (-3205.768099882808 6487.731285093908),527
POINT (-1594.8030493228434 3890.4295906952993),537
POINT (1822.5240082402997 4341.178615511316),555
POINT (-3208.0111781376663 6494.943303539048),601
POINT (-267.82288333453226 5029.615157314254),616
POINT (-229.07014972206753 3875.1102236369093),650
POINT (-3213.850341600705 6500.20304934181),905
POINT (-1706.005394905799 3878.292198667611),926
POINT (-3899.9935544415926 5953.177454717912),954
POINT (-263.4478664257691 5013.365877290488),960
POINT (-234.39202521455013 3871.9913361773265),3
POINT (-229.87435759683888 3868.670543276074),13
POINT (-228.0418462161859 3869.2239448400605),175
POINT (-249.1227331017158 5020.178497210521),229
POINT (767.1635388441464 928.1773637036671),245
POINT (-1715.0380990990848 3852.729407652805),281
POINT (-233.8783086906026 3875.1774256401995),282
POINT (-216.41781650399926 3891.297263403125),328
POINT (-1701.8458839647712 3850.9610025759735),348
POINT (-1608.8792252692122 3887.9790698446523),357
POINT (-496.2421368094716 3549.9329791034247),408
POINT (-1690.6777361303268 3869.7955414496455),430
POINT (-496.7691060721095 3537.2916795177807),453
POINT (-1714.6204791134103 3852.8354354431235),502
POINT (-257.8642166492479 5030.61500433037),578
POINT (-247.46561432110357 5031.234713324105),673
POINT (-1608.824497343003 3883.9615248506393),720
POINT (-3211.5148348503385 6472.761978335431),796
POINT (-486.5348885942447 3548.543238531398),991
POINT (-231.10729274140684 3868.6554464930678),90
POINT (978.0741550183019 3988.8467249143637),167
POINT (976.1005198830654 3991.8767843990763),219
POINT (-1538.7532781358334 3823.874210660835),273
POINT (-3197.58934598296 6482.879660298694),529
POINT (768.9632116841406 922.8799052772913),656
POINT (-1600.040446501424 3883.3670377085145),660
POINT (-258.94182502428833 5033.23716623375),684
POINT (-225.8919936859907 3869.042734146333),724
POINT (-3803.954432510132 6353.909968512651),740
POINT (971.7755378297124 4005.3233772252343),767
POINT (-221.75211328366188 3880.774107878502),837
POINT (-3207.375315421178 6487.057495064733),851
POINT (-3208.1729583038937 6493.506908712093),899
POINT (-501.26054121260887 3538.6331644167144),922
POINT (-3203.855101291271 6483.595803266971),928
POINT (-487.5270279531999 3549.5159934042013),948
POINT (-3212.8260102861404 6476.236195473602),264
POINT (-271.1117740162129 5028.803376577902),293
POINT (-1605.2125381182532 3887.6790854388837),299
POINT (-1596.179705123909 3879.1504033450797),305
POINT (-3795.800735763682 6362.174324954083),308
POINT (-1602.1423151913707 3881.322052918861),363
POINT (-1612.0319770678952 3875.2280709226497),451
POINT (-1603.197965500011 3886.574851268157),488
POINT (-3215.7302835377395 6475.6952003762535),596
POINT (1810.0553797454925 4338.484093218718),613
POINT (-233.91946070276265 3878.0503545625384),723
POINT (-251.46904522458442 5024.769873581048),726
POINT (-3785.819802857676 6354.230024955995),921
POINT (-499.82804859994786 3554.917244851574),111
POINT (782.8594877095734 938.3681650498692),164
POINT (756.6977628916661 920.8405932250411),179
POINT (-239.69934104206732 3872.627973142186),294
POINT (-1693.844494097374 3870.8308061478388),331
POINT (-3788.4605549103444 6354.709527816843),335
POINT (-221.00511104877802 3891.397218293213),336
POINT (-1517.5966500686216 3814.8597978216117),358
POINT (-262.8906298469819 5040.882374394332),388
POINT (-219.708338275155 3874.3012173054253),466
POINT (-1535.5060745656376 3810.1246356171964),497
POINT (-248.99552773911583 5037.221097394541),517
POINT (-258.2443398130243 5017.520877867908),545
POINT (-275.32693549382515 5016.64694443513),566
POINT (-259.2022912251787 5025.971468041145),692
POINT (-234.40258811740622 3873.7361499502354),708
POINT (-266.87734763908594 5019.645988111181),749
POINT (-213.46383379867436 3886.1085173494976),795
POINT (-240.29784760028232 3886.7910963295985),977
POINT (1798.2681957568827 4327.373010569745),14
POINT (-257.2897020825229 5016.755492651065),82
POINT (-226.17853789542406 3871.0532693777263),92
POINT (-499.4782578944117 3559.2711850138394),206
POINT (956.3634581396598 3980.5544478321626),244
POINT (-510.8881710801153 3552.4345250851643),260
POINT (-248.152335840278 5023.793327281297),316
POINT (-508.31982852799047 3566.3644130779767),342
POINT (-1702.8042467743317 3880.3123663402553),449
POINT (-259.9630024343328 5011.273858416527),457
POINT (-254.3957257078642 5041.016522779234),533
POINT (-1695.2475132087775 3863.848930325166),661
POINT (-1514.3609556157767 3810.0166932456746),718
POINT (-3205.1367679379928 6491.257279594133),727
POINT (-3915.7360355685755 5959.157684583158),744
POINT (-266.0660438950458 5038.991236961646),848
POINT (-1519.8436120276833 3816.1162087492835),976
POINT (-219.96922006290836 3883.334362660446),997
POINT (-1521.3118877810662 3808.756461511802),1002
POINT (-257.21223946812773 5029.997414744694),21
POINT (1821.5371438440009 4343.158215478451),22
POINT (-3216.4149972075907 6473.937816964471),59
POINT (957.158549131423 3981.6956757055173),115
POINT (770.2347926256109 929.3904221741316),224
POINT (-1596.8232540091576 3893.9090241146446),283
POINT (-1707.190649396992 3862.096193253071),370
POINT (-212.35944614097423 3887.25683658302),418
POINT (-216.6857150263319 3887.0150077669346),432
POINT (-1615.0538913772498 3878.6150625728087),473
POINT (-1689.7497537905235 3866.8441862614727),540
POINT (-1611.4223365954788 3895.336033574643),571
POINT (-3911.516226923898 5972.883213272523),631
POINT (-261.25300622686234 5037.56368698519),649
POINT (979.0549511463001 3994.8615937569652),675
POINT (-272.79338965087373 5015.047586593334),689
POINT (-3917.903794659087 5954.470229897854),748
POINT (-1526.4504012927573 3813.7665337987423),752
POINT (-267.8656572272188 5041.127144067408),812
POINT (-3219.7586504520095 6482.30146439454),850
POINT (-1603.232683753705 3899.3267133388067),984
POINT (-273.47656467500764 5023.696248163838),37
POINT (-3214.4099542160407 6491.038699987379),53
POINT (965.7629932284398 3978.9590152775363),105
POINT (-1529.227203316787 3826.3092803687637),155
POINT (954.7855849111148 3991.727472645857),190
POINT (-1606.5602829909078 3877.604775037241),425
POINT (-1530.6320212339162 3805.5963669680204),434
POINT (-1617.4370312248573 3891.3988201420016),447
POINT (-251.09281512596002 5031.15673075291),535
POINT (958.0083819714996 3983.5850940842056),626
POINT (-3903.696301465466 5965.180633882505),747
POINT (-224.27128385376136 3878.9684433206935),908
POINT (-3221.9562841344614 6479.080961652309),935
POINT (-275.4419175109429 5034.291874493544),136
POINT (-220.4954544276312 3871.0245878720975),163
POINT (1824.7113936982082 4352.201502147796),166
POINT (760.916139118338 943.1869326123866),210
POINT (-217.23689484156148 3868.2427933844015),217
POINT (-507.4395868685496 3541.9541213946322),469
POINT (-1524.9319421374519 3806.9837528970156),563
POINT (-496.08639395881823 3560.111171933101),614
POINT (-257.94559585165103 5034.353986998879),690
POINT (-3200.7711462614266 6490.48602564342),733
POINT (-3218.43659882227 6488.960432054806),745
POINT (-3202.6135504290437 6492.662587461766),835
POINT (-3212.85016060686 6494.14057911247),879
POINT (-3220.794458327277 6483.523576400575),980
POINT (-251.93577827375793 5021.409268186004),994
POINT (-3784.2549601335695 6376.639539245886),995
POINT (969.5858520211463 3991.88455104466),35
POINT (-250.06654759031306 5028.242979030341),49
POINT (1800.469087095693 4342.2025648371555),132
POINT (-237.54878268958802 3868.737831905259),137
POINT (-237.87098093877327 3867.859916122366),226
POINT (-1597.6998830757507 3877.4409334788465),296
POINT (-231.61117570978152 3864.2097233509508),350
POINT (-238.90286252653965 3869.079875372513),444
POINT (-1615.5699116965795 3884.4473204488663),503
POINT (-248.4440631841298 5022.28055094722),515
POINT (977.7280623968027 3991.3374407502956),693
POINT (-273.55740795699063 5021.331142477533),734
POINT (-3794.1090410783936 6371.6431581273855),742
POINT (-3200.0567277760456 6495.467332063301),929
POINT (-3203.6909329836217 6491.334449541619),957
POINT (-246.22915230427685 5027.19379833806),12
POINT (-268.60756999297604 5028.312220639134),46
POINT (964.3485375547571 3995.6026052432517),97
POINT (-1607.1006990993699 3891.343860803094),266
POINT (-499.6901865633638 3543.0134709829586),291
POINT (-3893.7598803965275 5965.311141907987),334
POINT (-3223.298878860897 6476.3687997223005),623
POINT (-3892.2098206068376 5978.932455774008),784
POINT (-501.8671854354871 3558.4454889271256),815
POINT (-3899.2383130631424 5956.088375841931),852
POINT (-3917.321345406262 5968.715303886353),874
POINT (-258.24599686839264 5038.675111827049),84
POINT (-268.43118366269056 5027.405876554351),143
POINT (965.5809917808754 4000.1265268540947),181
POINT (1818.4154761059256 4330.246212936807),200
POINT (-254.55874323009343 5013.272641510292),228
POINT (1808.7632803719057 4330.071634344955),239
POINT (-1699.3079385778638 3862.146972174007),321
POINT (-1610.8336339723317 3876.1917953230545),325
POINT (-3209.891412373496 6480.468904582224),412
POINT (-494.41907966196504 3544.930272315843),508
POINT (-498.3467170646846 3566.4460999210223),583
POINT (-224.51320717008096 3874.498093386576),970
POINT (-239.55024170776514 3872.3685125619427),146
POINT (-274.49806738973274 5011.642107255877),212
POINT (-3201.784436650693 6501.711976874187),300
POINT (-3210.076406000953 6473.223076160399),419
POINT (-227.0595911015228 3868.047421668041),436
POINT (-511.7880159574118 3546.8897897187994),478
POINT (-1696.950738104711 3857.427215742847),501
POINT (972.3895295867685 3991.065208721537),554
POINT (-215.4160940590786 3877.559506991509),688
POINT (-1598.4290757236101 3883.1743312611447),716
POINT (-260.6827826665797 5019.1917142689335),775
POINT (-269.6549336644933 5027.608934166524),145
POINT (-495.60947229912864 3562.2283392283653),162
POINT (1810.1880857700571 4353.148829045225),191
POINT (-1599.0359314856662 3884.9640620857713),257
POINT (-1524.227967333817 3811.0313075860604),345
POINT (-1605.5451417860786 3886.4988146823366),400
POINT (-3222.7860965985333 6501.24854516321),521
POINT (-3784.459928835412 6382.624767689634),542
POINT (1813.1438106666556 4328.3636352752255),830
POINT (-3807.7119959020315 6357.077723466224),910
POINT (-216.1313058698581 3876.1332275170753),968
POINT (-3801.8149201380993 6372.7835001004205),974
POINT (-237.68269765811132 3889.8706797430036),981
POINT (970.1524679631508 3984.698356119809),6
POINT (1800.9426361522558 4352.2650873465345),26
POINT (-1599.8217625255365 3880.85627567258),89
POINT (-232.4357354695283 3892.2833817842547),104
POINT (-222.06649011050706 3867.4893953305955),254
POINT (-505.4852121666077 3563.1288971725394),355
POINT (-270.13901627413907 5032.064704391247),369
POINT (-1688.5287353583062 3869.4631316838545),460
POINT (-1511.9728292711302 3807.062557163295),652
POINT (-226.35533781542145 3863.527025535966),719
POINT (-225.9790725381001 3875.522743981294),720
POINT (-220.64427364311194 3887.7292850894937),918
POINT (-232.43153981823346 3869.40385675376),962
POINT (-218.1617377833458 3878.7778392044092),81
POINT (1799.8662204446405 4333.974073650296),99
POINT (972.8101161760133 3987.4503064331147),107
POINT (-3785.4262922153193 6359.218494664234),205
POINT (-1616.651862355463 3898.624846074644),290
POINT (-230.3757521427577 3875.892736869865),327
POINT (-1688.7939197355504 3859.478475953047),427
POINT (-1613.168635356199 3886.6373197796356),463
POINT (-3905.181390377844 5966.143054095621),531
POINT (-238.057337125612 3869.431622344258),560
POINT (-246.29623043855406 5014.157724936134),625
POINT (-503.0038446930525 3557.627319786936),654
POINT (-246.54991273319536 5021.768982535142),679
POINT (-239.04195219506275 3867.906627367095),783
POINT (-3810.989339988061 6373.237837542406),857
POINT (-3787.5440313595645 6353.158602263477),931
POINT (-256.0095879268012 5028.979447446786),1007
POINT (1798.882059372684 4325.241667727554),130
POINT (-3795.5735925289773 6362.725353107213),140
POINT (762.4977173115315 939.201950898683),165
POINT (-493.9923531508393 3549.535088995785),277
POINT (-1612.8760482650853 3901.404049763599),295
POINT (-1534.102710716979 3823.8151754479277),394
POINT (-1616.3075320252801 3896.61296602796),409
POINT (-235.17777642163063 3868.761573186464),492
POINT (-1698.7972112243085 3853.652573179584),498
POINT (-486.7788606062995 3554.9615350687222),598
POINT (-3198.9029913444683 6501.44365346761),646
POINT (-256.7986698339909 5023.248378866911),786
POINT (756.8645203639812 937.1294314080759),822
POINT (-3794.3695548952915 6371.996177526388),866
POINT (-3903.832037812158 5978.46582570601),878
POINT (1811.5266234731178 4346.377973074906),7
POINT (967.0062336801503 3981.340927609539),19
POINT (-218.32111466724825 3879.104502706216),25
POINT (1812.9942262347672 4329.275333799617),52
POINT (-220.60935776781585 3879.917534094642),70
POINT (773.5499459344757 934.4271800747688),133
POINT (-1512.9164338583914 3809.030579383913),405
POINT (-274.3857664939747 5013.662503704628),429
POINT (-513.8586221723239 3563.4691307369812),431
POINT (-271.84236531610674 5023.093663278348),550
POINT (-3206.307980477691 6489.141809049682),607
POINT (-255.0595827171499 5039.9653279818385),674
POINT (-258.0974094923152 5017.140495748895),701
POINT (-246.93743808859855 5037.702379049629),729
POINT (-254.68773392145656 5020.076636177725),880
POINT (-3211.3336790574253 6500.1518322422835),978
POINT (963.9880059784364 3982.4956547146908),993
POINT (1804.501463321451 4327.501006223914),57
POINT (961.9922360026112 4005.767466600877),208
POINT (-1520.9687666499901 3809.644947375231),402
POINT (-235.6723728331516 3869.4331016769097),428
POINT (-1529.1818848537594 3823.0746789185714),487
POINT (-1618.0708351271685 3900.183896353958),737
POINT (-239.0090921867058 3867.10494358319),770
POINT (-3204.0227674125454 6494.861670750302),964
POINT (-236.57728226469757 3878.984568887354),74
POINT (1814.3614315079267 4325.073774393334),80
POINT (-1596.4441477350153 3888.2714274128402),122
POINT (-506.9549825645633 3540.7470345348056),138
POINT (-235.76311929723147 3868.973965237904),183
POINT (967.6626896301841 3997.5346057933375),207
POINT (-503.9951993021392 3537.730224115331),311
POINT (-3903.2470024269273 5978.227984676799),351
POINT (-211.17012556201374 3878.4896931802473),438
POINT (-1606.1684202965357 3900.5718305609034),483
POINT (-247.77081692893077 5025.166148865395),513
POINT (-237.76734160138352 3872.068454642486),645
POINT (-271.878932609758 5037.092538022494),807
POINT (-1528.708025117021 3802.4792465303544),813
POINT (-3214.9369370233517 6478.903684230849),861
POINT (-246.58286693578324 5027.991811463575),915
POINT (771.8785507746096 938.4626987190134),961
POINT (-264.6025212267139 5038.6898058066035),28
POINT (-230.81275968643232 3871.508326798161),55
POINT (-253.69146335578031 5017.750509481723),108
POINT (1795.5758611275785 4340.134679838487),152
POINT (777.014830348902 938.3939511292318),174
POINT (-495.0005216694043 3544.61306002321),182
POINT (-265.0323480970104 5036.488667226959),213
POINT (954.1633419054704 3995.460887129569),247
POINT (-1514.0659251577808 3819.034816767616),272
POINT (-1696.0577397834534 3862.5143607278765),381
POINT (-1599.6852012206155 3899.3646581192606),386
POINT (-1527.5110419989264 3808.3641529622605),439
POINT (-3810.0472293382522 6369.376424136294),772
POINT (-274.77744534825246 5022.833588509883),955
POINT (-216.4784200205024 3883.775734388363),959
POINT (763.6008860177816 940.225873883417),969
POINT (-1698.6979911948213 3868.561732092086),1009
POINT (955.5648461995232 3982.5859141620485),9
POINT (-212.46271746496657 3870.8087142268087),42
POINT (-266.8760947784865 5028.2871796834725),197
POINT (-494.330680795611 3555.1411675228273),371
POINT (-221.76283954807604 3891.383286990285),374
POINT (-1704.36388235409 3869.42284583849),491
POINT (-3216.2623724512814 6499.824517131895),518
POINT (-226.79196956561813 3883.7434876225607),544
POINT (-3902.1558373144458 5981.163105771223),565
POINT (-273.2667292488094 5015.823388683085),686
POINT (954.4776440379898 3984.0013311483904),64
POINT (-270.47825821451517 5013.537503242848),76
POINT (957.08136574393 3985.3300882308586),129
POINT (-232.81975502575662 3870.5758182894165),443
POINT (-1602.0047076884825 3886.14332695702),467
POINT (-272.26166527754 5033.725082337541),870
POINT (-3212.907608398378 6476.375929084994),972
POINT (-1530.4213886102536 3829.369395561523),986
POINT (-240.8529531099606 3887.012442995715),156
POINT (964.0447557688622 3997.695881167457),220
POINT (-1535.4749789615746 3802.8643015877233),459
POINT (-274.09656211744954 5021.322471474792),476
POINT (-3898.5717315214133 5977.648469051512),506
POINT (-230.6672199586923 3888.527447951859),637
POINT (769.7019747191331 922.3765017884722),644
POINT (-1597.4375361792625 3884.2455682345258),714
POINT (-3794.2165161434564 6366.746738203269),809
POINT (-251.9315808234204 5032.037843322745),913
POINT (1811.5834865971237 4324.34828920089),48
POINT (1798.9824958838728 4341.327295525081),227
POINT (1817.9289802257426 4342.682484782785),241
POINT (-1619.4426906885192 3872.371305214972),317
POINT (-1606.546940875013 3878.9365058967787),416
POINT (-1528.695100536809 3810.886810689683),450
POINT (-501.36507841230656 3536.833082559449),477
POINT (-3221.163829933268 6486.658343565409),511
POINT (-3207.550660136819 6496.213567382422),562
POINT (-237.50617393139186 3877.2318630288773),869
POINT (-3915.33793400047 5977.861539065796),888
POINT (-211.02911461147232 3875.024297508022),991
POINT (-257.59132423347023 5029.5934864873),119
POINT (-239.28638979599108 3863.610311183372),240
POINT (-3909.2869769940994 5970.384300370062),306
POINT (-217.01760401806072 3874.0145806601995),581
POINT (-3787.152858463001 6370.750410160397),733
POINT (-3889.469049004628 5981.6441427801865),759
POINT (-3210.5145442775547 6494.996523915609),826
POINT (-224.6887143628351 3884.4520378853445),914
POINT (1795.6285050278839 4339.218832510497),5
POINT (-509.59610393003464 3557.6607344454865),102
POINT (-226.0919385568912 3887.894465687892),231
POINT (-3224.447858065918 6474.290934189468),748
POINT (-3802.8700308264915 6360.957718303834),758
POINT (-3802.2530207137684 6361.139399604294),801
POINT (-3896.929484573547 5968.207332034138),898
POINT (-270.0618156082958 5035.529409483189),71
POINT (-1711.0650454965858 3868.716385424607),83
POINT (956.3146123162988 4000.503823778349),86
POINT (1812.2915643101676 4349.757824540086),94
POINT (771.2436398011431 943.8971563122791),113
POINT (-231.50433080505755 3884.995235526911),261
POINT (-1609.3441921789306 3887.9666687151653),269
POINT (-506.0306025160404 3566.1937748176492),307
POINT (-1609.7513038136094 3877.0097887580096),330
POINT (-275.0567111806911 5016.563609914944),597
POINT (-263.3815792008663 5035.5672355127535),739
POINT (-255.66030818339914 5019.771816867263),746
POINT (-274.5463527248362 5034.088133937884),788
POINT (-227.0184646476125 3890.6168254992963),60
POINT (953.4226219037378 3987.816753919346),73
POINT (777.1522932028809 938.9112456623017),147
POINT (-216.85450936357583 3867.5416471768444),243
POINT (-1603.1544678254652 3873.5967938534213),292
POINT (-227.63730466450582 3890.6975950221345),365
POINT (-232.7885969767342 3866.6097431382846),398
POINT (-270.3010285310597 5013.943137947009),413
POINT (-1714.9004487248387 3864.478299904911),422
POINT (-1619.3151648493522 3881.3456239982856),497
POINT (-216.90202180537665 3890.6403714175476),569
POINT (949.7188201874524 3992.0498904983738),703
POINT (-227.01260362936696 3887.921310565496),725
POINT (-3903.873014994571 5980.709595202714),732
POINT (972.776030728218 3983.414872231786),91
POINT (-224.14049529638731 3884.19523837613),274
POINT (-3209.2440117896926 6473.274121276316),410
POINT (-1513.1254529588723 3827.6964759762345),437
POINT (-220.35254069510802 3878.1360703988116),488
POINT (-266.88711173121123 5018.1324244793595),626
POINT (-266.42588475256053 5039.862501549376),743
POINT (-3905.1066616616035 5960.881409770613),755
POINT (-3204.781888693259 6499.815686528717),912
POINT (-3892.710198458644 5976.404034240476),945
POINT (1796.782075629184 4336.592310626894),63
POINT (-224.92462490393766 3863.6950575918518),170
POINT (1805.4543540479826 4340.416891739852),172
POINT (-494.92440406630703 3539.6031995853673),320
POINT (-225.22386781091265 3867.3394740564063),323
POINT (-3790.9711507071543 6360.709928925556),486
POINT (-511.073035039045 3537.3084680032816),564
POINT (-3809.8115378924995 6359.182839754782),672
POINT (-227.37393402414116 3871.2730875676575),678
POINT (-515.7001275669202 3537.3819783454055),930
POINT (783.4497908671929 932.9500531651746),47
POINT (-220.75233951000664 3885.994382262871),51
POINT (-514.026951159075 3553.1745409103596),54
POINT (-507.945020698338 3564.714870216643),67
POINT (1797.2361037204557 4329.833109704166),131
POINT (-225.44342783973178 3881.15945084948),149
POINT (1811.02314196742 4347.695479105338),181
POINT (-227.47092613408336 3879.002601008256),362
POINT (-1527.3766859291693 3814.85917010615),452
POINT (-503.5622945390731 3552.3270296467726),481
POINT (-218.6306842996802 3876.4255371028),661
POINT (-224.40534113791978 3885.140059680501),684
POINT (-513.7626797472775 3540.469421063461),689
POINT (-1515.2912468850172 3820.0955072213887),704
POINT (1797.882208899908 4341.506174232436),39
POINT (-258.85875850354404 5029.495410381447),111
POINT (-225.43072736362188 3872.9639604396507),339
POINT (-1706.2933792916028 3876.2751570232085),417
POINT (-511.7777163532115 3551.5799462842997),468
POINT (-227.41406677156886 3876.548741310486),752
POINT (-267.13345183658976 5019.631898577503),891
POINT (759.05553963974 944.9296341041313),934
POINT (-228.91138253940056 3865.2687707372397),960
POINT (769.5372582228275 945.9141884258437),1000
POINT (771.7462269323566 943.4916297201127),93
POINT (954.0613815907857 3999.102679354252),144
POINT (-261.32566757071555 5012.625479054734),202
POINT (-496.37483130652646 3545.323926204502),303
POINT (-1595.5599121749015 3899.6851592641915),393
POINT (-495.66480350584754 3546.284538942869),424
POINT (-214.0609072212295 3882.3721482272795),430
POINT (-213.27715176258747 3880.0598871019774),555
POINT (-255.85609928176572 5029.750395708395),727
POINT (-3910.811734490279 5958.66704100963),940
POINT (-268.65512326976807 5037.721675490937),72
POINT (-514.8818357746901 3540.4161239731375),126
POINT (950.7078816241888 3979.8588666877736),179
POINT (-3200.3039438033584 6485.131846199602),334
POINT (-1614.250114264626 3892.3988827167304),505
POINT (-3802.111995739314 6355.95958489323),596
POINT (-3896.069487022213 5972.841883170151),835
POINT (-225.47384260171728 3892.8635860523277),989
POINT (-232.26074745450134 3866.9002040317973),77
POINT (-271.8476107473678 5040.146947958896),98
POINT (-505.3730869556617 3544.731601401138),235
POINT (-3792.1498120843826 6367.995669610885),527
POINT (-3203.6763943640913 6502.523406664972),533
POINT (-487.4633985007129 3555.50975084933),537
POINT (-3806.140362653584 6362.565848911517),850
POINT (1805.1357349688044 4338.612497266632),944
POINT (-3909.8709338007598 5954.117112672856),59
POINT (1803.9220385906856 4350.493469193825),234
POINT (-501.906348443956 3558.506741651558),255
POINT (-222.36711331335016 3879.2403045695382),299
POINT (-1716.6812521287425 3856.235273840136),411
POINT (-1534.9481626194586 3805.5651467584566),484
POINT (-240.79045160745665 3868.5498378818816),566
POINT (-239.02092407062207 3873.2340359242844),734
POINT (-238.4629464328108 3869.3743984357857),744
POINT (-3223.214627917921 6486.84259276772),753
POINT (-271.297840459916 5026.847675064224),893
POINT (-261.87626264049277 5028.980786976106),895
POINT (-246.1147950729643 5030.82278830843),168
POINT (-238.7784338965881 3879.937322005385),258
POINT (-3908.7261576273186 5973.767773799722),367
POINT (-1702.5959014471973 3862.94613720366),720
POINT (967.683254234583 3995.45008434954),21
POINT (-233.08630559924626 3880.92152598575),95
POINT (966.2161396733785 3981.16609677607),250
POINT (-488.8400543017783 3544.2305634991103),305
POINT (-1520.0414455699663 3828.615010781469),336
POINT (-225.22905505567414 3863.5376093536074),348
POINT (-1515.7220495475203 3824.232800255191),432
POINT (-3787.890414677542 6379.9366239013825),557
POINT (-227.2775090856637 3879.097753964007),561
POINT (-3794.3928903392407 6375.207688056025),601
POINT (-250.35694013511136 5015.352388268744),680
POINT (-274.0522311090629 5024.805388781333),722
POINT (-231.77859627011287 3875.9329200657253),112
